"geoid","geoid2","geodisplaylabel","hc02_est_vc02"
"1400000US48453002412","48453002412","Census Tract 24.12, Travis County, Texas","48608"
"1400000US48453002413","48453002413","Census Tract 24.13, Travis County, Texas","31691"
"1400000US48453002419","48453002419","Census Tract 24.19, Travis County, Texas","35685"
"1400000US48453002421","48453002421","Census Tract 24.21, Travis County, Texas","66509"
"1400000US48453002422","48453002422","Census Tract 24.22, Travis County, Texas","41084"
"1400000US48453002423","48453002423","Census Tract 24.23, Travis County, Texas","59740"
"1400000US48453002424","48453002424","Census Tract 24.24, Travis County, Texas","51797"
"1400000US48453002425","48453002425","Census Tract 24.25, Travis County, Texas","74956"
"1400000US48453002426","48453002426","Census Tract 24.26, Travis County, Texas","71917"
"1400000US48453002427","48453002427","Census Tract 24.27, Travis County, Texas","41953"
"1400000US48453002428","48453002428","Census Tract 24.28, Travis County, Texas","60795"
"1400000US48453002429","48453002429","Census Tract 24.29, Travis County, Texas","54821"
"1400000US48453002430","48453002430","Census Tract 24.30, Travis County, Texas","44509"
"1400000US48453002431","48453002431","Census Tract 24.31, Travis County, Texas","59083"
"1400000US48453002432","48453002432","Census Tract 24.32, Travis County, Texas","38000"
"1400000US48453002433","48453002433","Census Tract 24.33, Travis County, Texas","52037"
"1400000US48453002434","48453002434","Census Tract 24.34, Travis County, Texas","49318"
"1400000US48453002435","48453002435","Census Tract 24.35, Travis County, Texas","49375"
"1400000US48453002436","48453002436","Census Tract 24.36, Travis County, Texas","41012"
"1400000US48453002500","48453002500","Census Tract 25, Travis County, Texas","73833"
"1400000US48453980000","48453980000","Census Tract 9800, Travis County, Texas","NA"
"1400000US48455950100","48455950100","Census Tract 9501, Trinity County, Texas","36556"
"1400000US48455950200","48455950200","Census Tract 9502, Trinity County, Texas","35370"
"1400000US48455950300","48455950300","Census Tract 9503, Trinity County, Texas","37262"
"1400000US48455950400","48455950400","Census Tract 9504, Trinity County, Texas","36397"
"1400000US48455950500","48455950500","Census Tract 9505, Trinity County, Texas","22287"
"1400000US48457950100","48457950100","Census Tract 9501, Tyler County, Texas","41205"
"1400000US48457950200","48457950200","Census Tract 9502, Tyler County, Texas","41210"
"1400000US48457950300","48457950300","Census Tract 9503, Tyler County, Texas","38182"
"1400000US48457950400","48457950400","Census Tract 9504, Tyler County, Texas","40938"
"1400000US48457950500","48457950500","Census Tract 9505, Tyler County, Texas","51111"
"1400000US48459950100","48459950100","Census Tract 9501, Upshur County, Texas","48288"
"1400000US48459950200","48459950200","Census Tract 9502, Upshur County, Texas","46558"
"1400000US48459950300","48459950300","Census Tract 9503, Upshur County, Texas","43660"
"1400000US48459950400","48459950400","Census Tract 9504, Upshur County, Texas","43750"
"1400000US48459950500","48459950500","Census Tract 9505, Upshur County, Texas","47037"
"1400000US48459950600","48459950600","Census Tract 9506, Upshur County, Texas","47979"
"1400000US48459950700","48459950700","Census Tract 9507, Upshur County, Texas","55769"
"1400000US48461950100","48461950100","Census Tract 9501, Upton County, Texas","56850"
"1400000US48461950200","48461950200","Census Tract 9502, Upton County, Texas","38548"
"1400000US48463950100","48463950100","Census Tract 9501, Uvalde County, Texas","36811"
"1400000US48463950200","48463950200","Census Tract 9502, Uvalde County, Texas","41563"
"1400000US48463950300","48463950300","Census Tract 9503, Uvalde County, Texas","55962"
"1400000US48463950400","48463950400","Census Tract 9504, Uvalde County, Texas","42625"
"1400000US48463950500","48463950500","Census Tract 9505, Uvalde County, Texas","28873"
"1400000US48465950201","48465950201","Census Tract 9502.01, Val Verde County, Texas","71099"
"1400000US48465950301","48465950301","Census Tract 9503.01, Val Verde County, Texas","38519"
"1400000US48465950302","48465950302","Census Tract 9503.02, Val Verde County, Texas","43073"
"1400000US48465950400","48465950400","Census Tract 9504, Val Verde County, Texas","31037"
"1400000US48465950500","48465950500","Census Tract 9505, Val Verde County, Texas","43583"
"1400000US48465950601","48465950601","Census Tract 9506.01, Val Verde County, Texas","37600"
"1400000US48465950602","48465950602","Census Tract 9506.02, Val Verde County, Texas","24446"
"1400000US48465950700","48465950700","Census Tract 9507, Val Verde County, Texas","37917"
"1400000US48465950800","48465950800","Census Tract 9508, Val Verde County, Texas","44636"
"1400000US48465980000","48465980000","Census Tract 9800, Val Verde County, Texas","NA"
"1400000US48467950100","48467950100","Census Tract 9501, Van Zandt County, Texas","46821"
"1400000US48467950200","48467950200","Census Tract 9502, Van Zandt County, Texas","32177"
"1400000US48467950300","48467950300","Census Tract 9503, Van Zandt County, Texas","47355"
"1400000US48467950400","48467950400","Census Tract 9504, Van Zandt County, Texas","42463"
"1400000US48467950500","48467950500","Census Tract 9505, Van Zandt County, Texas","37500"
"1400000US48467950600","48467950600","Census Tract 9506, Van Zandt County, Texas","44472"
"1400000US48467950700","48467950700","Census Tract 9507, Van Zandt County, Texas","38660"
"1400000US48467950800","48467950800","Census Tract 9508, Van Zandt County, Texas","42083"
"1400000US48467950900","48467950900","Census Tract 9509, Van Zandt County, Texas","48671"
"1400000US48467951000","48467951000","Census Tract 9510, Van Zandt County, Texas","50000"
"1400000US48469000100","48469000100","Census Tract 1, Victoria County, Texas","39107"
"1400000US48469000201","48469000201","Census Tract 2.01, Victoria County, Texas","27276"
"1400000US48469000202","48469000202","Census Tract 2.02, Victoria County, Texas","41030"
"1400000US48469000301","48469000301","Census Tract 3.01, Victoria County, Texas","29125"
"1400000US48469000302","48469000302","Census Tract 3.02, Victoria County, Texas","33532"
"1400000US48469000400","48469000400","Census Tract 4, Victoria County, Texas","61114"
"1400000US48469000501","48469000501","Census Tract 5.01, Victoria County, Texas","53244"
"1400000US48469000502","48469000502","Census Tract 5.02, Victoria County, Texas","36832"
"1400000US48469000601","48469000601","Census Tract 6.01, Victoria County, Texas","27435"
"1400000US48469000602","48469000602","Census Tract 6.02, Victoria County, Texas","32539"
"1400000US48469000700","48469000700","Census Tract 7, Victoria County, Texas","43326"
"1400000US48469000800","48469000800","Census Tract 8, Victoria County, Texas","53549"
"1400000US48469001300","48469001300","Census Tract 13, Victoria County, Texas","49375"
"1400000US48469001400","48469001400","Census Tract 14, Victoria County, Texas","73230"
"1400000US48469001501","48469001501","Census Tract 15.01, Victoria County, Texas","77865"
"1400000US48469001503","48469001503","Census Tract 15.03, Victoria County, Texas","102092"
"1400000US48469001504","48469001504","Census Tract 15.04, Victoria County, Texas","65580"
"1400000US48469001601","48469001601","Census Tract 16.01, Victoria County, Texas","39935"
"1400000US48469001604","48469001604","Census Tract 16.04, Victoria County, Texas","61462"
"1400000US48469001605","48469001605","Census Tract 16.05, Victoria County, Texas","52315"
"1400000US48469001606","48469001606","Census Tract 16.06, Victoria County, Texas","84382"
"1400000US48469001700","48469001700","Census Tract 17, Victoria County, Texas","48209"
"1400000US48469980000","48469980000","Census Tract 9800, Victoria County, Texas","NA"
"1400000US48471790101","48471790101","Census Tract 7901.01, Walker County, Texas","45650"
"1400000US48471790102","48471790102","Census Tract 7901.02, Walker County, Texas","53644"
"1400000US48471790103","48471790103","Census Tract 7901.03, Walker County, Texas","55479"
"1400000US48471790200","48471790200","Census Tract 7902, Walker County, Texas","51983"
"1400000US48471790300","48471790300","Census Tract 7903, Walker County, Texas","68710"
"1400000US48471790400","48471790400","Census Tract 7904, Walker County, Texas","37473"
"1400000US48471790500","48471790500","Census Tract 7905, Walker County, Texas","25137"
"1400000US48471790600","48471790600","Census Tract 7906, Walker County, Texas","21786"
"1400000US48471790700","48471790700","Census Tract 7907, Walker County, Texas","23409"
"1400000US48471790800","48471790800","Census Tract 7908, Walker County, Texas","23250"
"1400000US48473680100","48473680100","Census Tract 6801, Waller County, Texas","82237"
"1400000US48473680200","48473680200","Census Tract 6802, Waller County, Texas","39664"
"1400000US48473680300","48473680300","Census Tract 6803, Waller County, Texas","48143"
"1400000US48473680400","48473680400","Census Tract 6804, Waller County, Texas","NA"
"1400000US48473680500","48473680500","Census Tract 6805, Waller County, Texas","39198"
"1400000US48473680600","48473680600","Census Tract 6806, Waller County, Texas","68611"
"1400000US48475950100","48475950100","Census Tract 9501, Ward County, Texas","52253"
"1400000US48475950200","48475950200","Census Tract 9502, Ward County, Texas","50962"
"1400000US48475950300","48475950300","Census Tract 9503, Ward County, Texas","47407"
"1400000US48477170100","48477170100","Census Tract 1701, Washington County, Texas","36875"
"1400000US48477170200","48477170200","Census Tract 1702, Washington County, Texas","53765"
"1400000US48477170300","48477170300","Census Tract 1703, Washington County, Texas","50500"
"1400000US48477170400","48477170400","Census Tract 1704, Washington County, Texas","51306"
"1400000US48477170500","48477170500","Census Tract 1705, Washington County, Texas","58167"
"1400000US48477170600","48477170600","Census Tract 1706, Washington County, Texas","52140"
"1400000US48479000101","48479000101","Census Tract 1.01, Webb County, Texas","21055"
"1400000US48479000105","48479000105","Census Tract 1.05, Webb County, Texas","32679"
"1400000US48479000106","48479000106","Census Tract 1.06, Webb County, Texas","22455"
"1400000US48479000107","48479000107","Census Tract 1.07, Webb County, Texas","29826"
"1400000US48479000108","48479000108","Census Tract 1.08, Webb County, Texas","33832"
"1400000US48479000109","48479000109","Census Tract 1.09, Webb County, Texas","19785"
"1400000US48479000200","48479000200","Census Tract 2, Webb County, Texas","26015"
"1400000US48479000300","48479000300","Census Tract 3, Webb County, Texas","10710"
"1400000US48479000601","48479000601","Census Tract 6.01, Webb County, Texas","23081"
"1400000US48479000602","48479000602","Census Tract 6.02, Webb County, Texas","30304"
"1400000US48479000700","48479000700","Census Tract 7, Webb County, Texas","23102"
"1400000US48479000800","48479000800","Census Tract 8, Webb County, Texas","20863"
"1400000US48479000901","48479000901","Census Tract 9.01, Webb County, Texas","27917"
"1400000US48479000903","48479000903","Census Tract 9.03, Webb County, Texas","18264"
"1400000US48479000904","48479000904","Census Tract 9.04, Webb County, Texas","25675"
"1400000US48479001001","48479001001","Census Tract 10.01, Webb County, Texas","38125"
"1400000US48479001003","48479001003","Census Tract 10.03, Webb County, Texas","28776"
"1400000US48479001004","48479001004","Census Tract 10.04, Webb County, Texas","21522"
"1400000US48479001101","48479001101","Census Tract 11.01, Webb County, Texas","39259"
"1400000US48479001103","48479001103","Census Tract 11.03, Webb County, Texas","26563"
"1400000US48479001104","48479001104","Census Tract 11.04, Webb County, Texas","28333"
"1400000US48479001105","48479001105","Census Tract 11.05, Webb County, Texas","38525"
"1400000US48479001201","48479001201","Census Tract 12.01, Webb County, Texas","16554"
"1400000US48479001202","48479001202","Census Tract 12.02, Webb County, Texas","15000"
"1400000US48479001300","48479001300","Census Tract 13, Webb County, Texas","33019"
"1400000US48479001401","48479001401","Census Tract 14.01, Webb County, Texas","17487"
"1400000US48479001402","48479001402","Census Tract 14.02, Webb County, Texas","31389"
"1400000US48479001501","48479001501","Census Tract 15.01, Webb County, Texas","25096"
"1400000US48479001502","48479001502","Census Tract 15.02, Webb County, Texas","24261"
"1400000US48479001601","48479001601","Census Tract 16.01, Webb County, Texas","43704"
